type,object,field,message
unused,6361,depth,"Object description has field depth, but that field was not selected for export"
missing,6361,copyright,Object is missing a required field copyright
unused,5075,depth,"Object description has field depth, but that field was not selected for export"
missing,5075,copyright,Object is missing a required field copyright
unused,5635,onview,"Object description has field onview, but that field was not selected for export"
unused,5635,depth,"Object description has field depth, but that field was not selected for export"
missing,5635,copyright,Object is missing a required field copyright
unused,5131,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5131,onview,"Object description has field onview, but that field was not selected for export"
unused,5131,depth,"Object description has field depth, but that field was not selected for export"
missing,5131,copyright,Object is missing a required field copyright
unused,6064,depth,"Object description has field depth, but that field was not selected for export"
missing,6064,copyright,Object is missing a required field copyright
unused,6987,depth,"Object description has field depth, but that field was not selected for export"
missing,6987,copyright,Object is missing a required field copyright
unused,5765,onview,"Object description has field onview, but that field was not selected for export"
unused,5765,depth,"Object description has field depth, but that field was not selected for export"
unused,5765,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,5765,copyright,Object is missing a required field copyright
unused,4844,onview,"Object description has field onview, but that field was not selected for export"
unused,4844,depth,"Object description has field depth, but that field was not selected for export"
missing,4844,copyright,Object is missing a required field copyright
unused,5316,onview,"Object description has field onview, but that field was not selected for export"
unused,5316,depth,"Object description has field depth, but that field was not selected for export"
missing,5316,copyright,Object is missing a required field copyright
unused,7004,onview,"Object description has field onview, but that field was not selected for export"
unused,7004,depth,"Object description has field depth, but that field was not selected for export"
unused,7004,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,7004,copyright,Object is missing a required field copyright
unused,6986,onview,"Object description has field onview, but that field was not selected for export"
unused,6986,depth,"Object description has field depth, but that field was not selected for export"
missing,6986,copyright,Object is missing a required field copyright
unused,6493,creditline,"Object description has field creditline, but that field was not selected for export"
unused,6493,depth,"Object description has field depth, but that field was not selected for export"
missing,6493,copyright,Object is missing a required field copyright
unused,5516,onview,"Object description has field onview, but that field was not selected for export"
unused,5516,depth,"Object description has field depth, but that field was not selected for export"
missing,5516,copyright,Object is missing a required field copyright
unused,3549,depth,"Object description has field depth, but that field was not selected for export"
unused,4906,creditline,"Object description has field creditline, but that field was not selected for export"
unused,4906,onview,"Object description has field onview, but that field was not selected for export"
unused,4906,depth,"Object description has field depth, but that field was not selected for export"
missing,4906,copyright,Object is missing a required field copyright
unused,5843,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5843,depth,"Object description has field depth, but that field was not selected for export"
missing,5843,copyright,Object is missing a required field copyright
unused,6566,depth,"Object description has field depth, but that field was not selected for export"
missing,6566,copyright,Object is missing a required field copyright
unused,5831,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5831,depth,"Object description has field depth, but that field was not selected for export"
missing,5831,copyright,Object is missing a required field copyright
unused,5699,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5699,depth,"Object description has field depth, but that field was not selected for export"
unused,5699,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,5699,copyright,Object is missing a required field copyright
unused,5449,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5449,depth,"Object description has field depth, but that field was not selected for export"
missing,5449,copyright,Object is missing a required field copyright
unused,6588,depth,"Object description has field depth, but that field was not selected for export"
missing,6588,copyright,Object is missing a required field copyright
missing,6588,bibliography1,Object is missing a required field bibliography1
unused,6594,depth,"Object description has field depth, but that field was not selected for export"
missing,6594,copyright,Object is missing a required field copyright
missing,6594,bibliography1,Object is missing a required field bibliography1
unused,6590,depth,"Object description has field depth, but that field was not selected for export"
missing,6590,copyright,Object is missing a required field copyright
missing,6590,bibliography1,Object is missing a required field bibliography1
unused,5104,onview,"Object description has field onview, but that field was not selected for export"
unused,5104,depth,"Object description has field depth, but that field was not selected for export"
missing,5104,copyright,Object is missing a required field copyright
missing,5104,bibliography1,Object is missing a required field bibliography1
unused,4749,creditline,"Object description has field creditline, but that field was not selected for export"
unused,4749,onview,"Object description has field onview, but that field was not selected for export"
unused,4749,depth,"Object description has field depth, but that field was not selected for export"
missing,4749,copyright,Object is missing a required field copyright
unused,5842,onview,"Object description has field onview, but that field was not selected for export"
unused,5842,depth,"Object description has field depth, but that field was not selected for export"
missing,5842,copyright,Object is missing a required field copyright
unused,5082,onview,"Object description has field onview, but that field was not selected for export"
unused,5082,depth,"Object description has field depth, but that field was not selected for export"
missing,5082,copyright,Object is missing a required field copyright
unused,5695,depth,"Object description has field depth, but that field was not selected for export"
missing,5695,copyright,Object is missing a required field copyright
unused,6636,creditline,"Object description has field creditline, but that field was not selected for export"
unused,6636,depth,"Object description has field depth, but that field was not selected for export"
unused,6636,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,6636,copyright,Object is missing a required field copyright
unused,5513,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5513,onview,"Object description has field onview, but that field was not selected for export"
unused,5513,depth,"Object description has field depth, but that field was not selected for export"
missing,5513,copyright,Object is missing a required field copyright
unused,5112,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5112,onview,"Object description has field onview, but that field was not selected for export"
unused,5112,depth,"Object description has field depth, but that field was not selected for export"
missing,5112,copyright,Object is missing a required field copyright
unused,3388,depth,"Object description has field depth, but that field was not selected for export"
missing,3388,copyright,Object is missing a required field copyright
unused,4720,labelText,"Object description has field labelText, but that field was not selected for export"
unused,4720,depth,"Object description has field depth, but that field was not selected for export"
unused,4720,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,4720,copyright,Object is missing a required field copyright
unused,7530,depth,"Object description has field depth, but that field was not selected for export"
missing,7530,copyright,Object is missing a required field copyright
unused,5458,depth,"Object description has field depth, but that field was not selected for export"
missing,5458,copyright,Object is missing a required field copyright
unused,7003,onview,"Object description has field onview, but that field was not selected for export"
unused,7003,depth,"Object description has field depth, but that field was not selected for export"
unused,4736,creditline,"Object description has field creditline, but that field was not selected for export"
unused,4736,onview,"Object description has field onview, but that field was not selected for export"
unused,4736,depth,"Object description has field depth, but that field was not selected for export"
missing,4736,copyright,Object is missing a required field copyright
unused,6806,depth,"Object description has field depth, but that field was not selected for export"
missing,6806,copyright,Object is missing a required field copyright
missing,6806,bibliography1,Object is missing a required field bibliography1
unused,5126,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5126,onview,"Object description has field onview, but that field was not selected for export"
unused,5126,depth,"Object description has field depth, but that field was not selected for export"
missing,5126,copyright,Object is missing a required field copyright
unused,5667,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5667,onview,"Object description has field onview, but that field was not selected for export"
unused,5667,depth,"Object description has field depth, but that field was not selected for export"
missing,5667,copyright,Object is missing a required field copyright
unused,6627,depth,"Object description has field depth, but that field was not selected for export"
unused,6627,height,"Object description has field height, but that field was not selected for export"
missing,6627,copyright,Object is missing a required field copyright
unused,5846,onview,"Object description has field onview, but that field was not selected for export"
unused,5846,depth,"Object description has field depth, but that field was not selected for export"
unused,5846,height,"Object description has field height, but that field was not selected for export"
missing,5846,copyright,Object is missing a required field copyright
missing,5846,bibliography1,Object is missing a required field bibliography1
unused,6035,depth,"Object description has field depth, but that field was not selected for export"
unused,6035,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,6035,copyright,Object is missing a required field copyright
unused,5456,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5456,depth,"Object description has field depth, but that field was not selected for export"
missing,5456,copyright,Object is missing a required field copyright
unused,5129,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5129,depth,"Object description has field depth, but that field was not selected for export"
missing,5129,copyright,Object is missing a required field copyright
unused,6070,depth,"Object description has field depth, but that field was not selected for export"
missing,6070,copyright,Object is missing a required field copyright
unused,5177,depth,"Object description has field depth, but that field was not selected for export"
missing,5177,copyright,Object is missing a required field copyright
unused,5668,depth,"Object description has field depth, but that field was not selected for export"
unused,5668,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,5668,copyright,Object is missing a required field copyright
unused,5321,depth,"Object description has field depth, but that field was not selected for export"
missing,5321,copyright,Object is missing a required field copyright
unused,6053,depth,"Object description has field depth, but that field was not selected for export"
unused,6053,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,6053,copyright,Object is missing a required field copyright
unused,5095,onview,"Object description has field onview, but that field was not selected for export"
unused,5095,depth,"Object description has field depth, but that field was not selected for export"
unused,5095,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,5095,copyright,Object is missing a required field copyright
unused,6274,depth,"Object description has field depth, but that field was not selected for export"
unused,6949,depth,"Object description has field depth, but that field was not selected for export"
missing,6949,copyright,Object is missing a required field copyright
unused,5419,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5419,depth,"Object description has field depth, but that field was not selected for export"
missing,5419,copyright,Object is missing a required field copyright
unused,6074,depth,"Object description has field depth, but that field was not selected for export"
missing,6074,copyright,Object is missing a required field copyright
unused,6593,depth,"Object description has field depth, but that field was not selected for export"
missing,6593,copyright,Object is missing a required field copyright
missing,6593,bibliography1,Object is missing a required field bibliography1
unused,5798,onview,"Object description has field onview, but that field was not selected for export"
unused,5798,depth,"Object description has field depth, but that field was not selected for export"
missing,5798,copyright,Object is missing a required field copyright
unused,5105,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5105,onview,"Object description has field onview, but that field was not selected for export"
unused,5105,depth,"Object description has field depth, but that field was not selected for export"
missing,5105,copyright,Object is missing a required field copyright
unused,4710,onview,"Object description has field onview, but that field was not selected for export"
unused,4710,depth,"Object description has field depth, but that field was not selected for export"
unused,7991,depth,"Object description has field depth, but that field was not selected for export"
unused,8105,depth,"Object description has field depth, but that field was not selected for export"
missing,8105,copyright,Object is missing a required field copyright
missing,8105,bibliography1,Object is missing a required field bibliography1
unused,6522,creditline,"Object description has field creditline, but that field was not selected for export"
unused,6522,depth,"Object description has field depth, but that field was not selected for export"
missing,6522,copyright,Object is missing a required field copyright
unused,7917,depth,"Object description has field depth, but that field was not selected for export"
missing,7917,copyright,Object is missing a required field copyright
missing,7917,bibliography1,Object is missing a required field bibliography1
unused,7927,depth,"Object description has field depth, but that field was not selected for export"
missing,7927,copyright,Object is missing a required field copyright
missing,7927,bibliography1,Object is missing a required field bibliography1
unused,7999,depth,"Object description has field depth, but that field was not selected for export"
missing,7999,copyright,Object is missing a required field copyright
missing,7999,bibliography1,Object is missing a required field bibliography1
unused,8009,depth,"Object description has field depth, but that field was not selected for export"
missing,8009,copyright,Object is missing a required field copyright
missing,8009,bibliography1,Object is missing a required field bibliography1
unused,4735,onview,"Object description has field onview, but that field was not selected for export"
unused,4735,depth,"Object description has field depth, but that field was not selected for export"
missing,4735,copyright,Object is missing a required field copyright
unused,5810,depth,"Object description has field depth, but that field was not selected for export"
missing,5810,copyright,Object is missing a required field copyright
unused,4845,onview,"Object description has field onview, but that field was not selected for export"
unused,4845,depth,"Object description has field depth, but that field was not selected for export"
missing,4845,copyright,Object is missing a required field copyright
unused,5137,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5137,onview,"Object description has field onview, but that field was not selected for export"
unused,5137,depth,"Object description has field depth, but that field was not selected for export"
missing,5137,copyright,Object is missing a required field copyright
unused,6565,depth,"Object description has field depth, but that field was not selected for export"
missing,6565,copyright,Object is missing a required field copyright
unused,7099,creditline,"Object description has field creditline, but that field was not selected for export"
unused,7099,depth,"Object description has field depth, but that field was not selected for export"
missing,7099,copyright,Object is missing a required field copyright
missing,7099,bibliography1,Object is missing a required field bibliography1
unused,6613,depth,"Object description has field depth, but that field was not selected for export"
missing,6613,copyright,Object is missing a required field copyright
missing,6613,bibliography1,Object is missing a required field bibliography1
unused,5647,onview,"Object description has field onview, but that field was not selected for export"
unused,5647,depth,"Object description has field depth, but that field was not selected for export"
missing,5647,copyright,Object is missing a required field copyright
unused,5101,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5101,depth,"Object description has field depth, but that field was not selected for export"
missing,5101,copyright,Object is missing a required field copyright
unused,6572,depth,"Object description has field depth, but that field was not selected for export"
missing,6572,copyright,Object is missing a required field copyright
unused,5707,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5707,onview,"Object description has field onview, but that field was not selected for export"
unused,5707,depth,"Object description has field depth, but that field was not selected for export"
missing,5707,copyright,Object is missing a required field copyright
unused,5708,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5708,depth,"Object description has field depth, but that field was not selected for export"
missing,5708,copyright,Object is missing a required field copyright
unused,5709,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5709,depth,"Object description has field depth, but that field was not selected for export"
missing,5709,copyright,Object is missing a required field copyright
unused,7096,creditline,"Object description has field creditline, but that field was not selected for export"
unused,7096,depth,"Object description has field depth, but that field was not selected for export"
missing,7096,copyright,Object is missing a required field copyright
missing,7096,bibliography1,Object is missing a required field bibliography1
unused,6563,depth,"Object description has field depth, but that field was not selected for export"
missing,6563,primaryMedia,Object is missing a required field primaryMedia
missing,6563,copyright,Object is missing a required field copyright
unused,7090,depth,"Object description has field depth, but that field was not selected for export"
missing,7090,copyright,Object is missing a required field copyright
missing,7090,bibliography1,Object is missing a required field bibliography1
unused,3462,depth,"Object description has field depth, but that field was not selected for export"
missing,3462,copyright,Object is missing a required field copyright
missing,3462,bibliography1,Object is missing a required field bibliography1
unused,7049,depth,"Object description has field depth, but that field was not selected for export"
missing,7049,copyright,Object is missing a required field copyright
missing,7049,bibliography1,Object is missing a required field bibliography1
unused,7293,depth,"Object description has field depth, but that field was not selected for export"
unused,7293,height,"Object description has field height, but that field was not selected for export"
missing,7293,copyright,Object is missing a required field copyright
unused,4804,onview,"Object description has field onview, but that field was not selected for export"
unused,4804,depth,"Object description has field depth, but that field was not selected for export"
unused,4804,height,"Object description has field height, but that field was not selected for export"
missing,4804,copyright,Object is missing a required field copyright
missing,4804,classification,Object is missing a required field classification
missing,4804,bibliography1,Object is missing a required field bibliography1
unused,4840,onview,"Object description has field onview, but that field was not selected for export"
unused,4840,depth,"Object description has field depth, but that field was not selected for export"
unused,4840,height,"Object description has field height, but that field was not selected for export"
missing,4840,copyright,Object is missing a required field copyright
missing,4840,classification,Object is missing a required field classification
missing,4840,bibliography1,Object is missing a required field bibliography1
unused,4899,onview,"Object description has field onview, but that field was not selected for export"
unused,4899,depth,"Object description has field depth, but that field was not selected for export"
unused,4899,height,"Object description has field height, but that field was not selected for export"
missing,4899,copyright,Object is missing a required field copyright
missing,4899,classification,Object is missing a required field classification
missing,4899,bibliography1,Object is missing a required field bibliography1
unused,4900,onview,"Object description has field onview, but that field was not selected for export"
unused,4900,depth,"Object description has field depth, but that field was not selected for export"
unused,4900,height,"Object description has field height, but that field was not selected for export"
missing,4900,copyright,Object is missing a required field copyright
missing,4900,classification,Object is missing a required field classification
missing,4900,bibliography1,Object is missing a required field bibliography1
unused,5615,onview,"Object description has field onview, but that field was not selected for export"
unused,5615,depth,"Object description has field depth, but that field was not selected for export"
unused,5615,height,"Object description has field height, but that field was not selected for export"
missing,5615,copyright,Object is missing a required field copyright
missing,5615,classification,Object is missing a required field classification
missing,5615,bibliography1,Object is missing a required field bibliography1
unused,5630,onview,"Object description has field onview, but that field was not selected for export"
unused,5630,depth,"Object description has field depth, but that field was not selected for export"
unused,5630,height,"Object description has field height, but that field was not selected for export"
missing,5630,copyright,Object is missing a required field copyright
missing,5630,classification,Object is missing a required field classification
missing,5630,bibliography1,Object is missing a required field bibliography1
unused,6215,onview,"Object description has field onview, but that field was not selected for export"
unused,6215,width,"Object description has field width, but that field was not selected for export"
unused,6215,height,"Object description has field height, but that field was not selected for export"
missing,6215,copyright,Object is missing a required field copyright
missing,6215,classification,Object is missing a required field classification
missing,6215,bibliography1,Object is missing a required field bibliography1
unused,7048,width,"Object description has field width, but that field was not selected for export"
unused,7048,height,"Object description has field height, but that field was not selected for export"
missing,7048,copyright,Object is missing a required field copyright
missing,7048,classification,Object is missing a required field classification
missing,7048,bibliography1,Object is missing a required field bibliography1
unused,7109,width,"Object description has field width, but that field was not selected for export"
unused,7109,height,"Object description has field height, but that field was not selected for export"
missing,7109,copyright,Object is missing a required field copyright
missing,7109,classification,Object is missing a required field classification
missing,7109,bibliography1,Object is missing a required field bibliography1
unused,7308,depth,"Object description has field depth, but that field was not selected for export"
unused,7308,height,"Object description has field height, but that field was not selected for export"
missing,7308,copyright,Object is missing a required field copyright
missing,7308,classification,Object is missing a required field classification
missing,7308,bibliography1,Object is missing a required field bibliography1
unused,7390,onview,"Object description has field onview, but that field was not selected for export"
unused,7390,width,"Object description has field width, but that field was not selected for export"
unused,7390,height,"Object description has field height, but that field was not selected for export"
missing,7390,copyright,Object is missing a required field copyright
missing,7390,classification,Object is missing a required field classification
missing,7390,bibliography1,Object is missing a required field bibliography1
unused,7400,onview,"Object description has field onview, but that field was not selected for export"
unused,7400,width,"Object description has field width, but that field was not selected for export"
unused,7400,height,"Object description has field height, but that field was not selected for export"
missing,7400,copyright,Object is missing a required field copyright
missing,7400,classification,Object is missing a required field classification
missing,7400,bibliography1,Object is missing a required field bibliography1
unused,7401,onview,"Object description has field onview, but that field was not selected for export"
unused,7401,width,"Object description has field width, but that field was not selected for export"
unused,7401,height,"Object description has field height, but that field was not selected for export"
missing,7401,copyright,Object is missing a required field copyright
missing,7401,classification,Object is missing a required field classification
missing,7401,bibliography1,Object is missing a required field bibliography1
unused,7439,width,"Object description has field width, but that field was not selected for export"
unused,7439,height,"Object description has field height, but that field was not selected for export"
missing,7439,copyright,Object is missing a required field copyright
missing,7439,classification,Object is missing a required field classification
missing,7439,bibliography1,Object is missing a required field bibliography1
unused,7443,depth,"Object description has field depth, but that field was not selected for export"
unused,7443,height,"Object description has field height, but that field was not selected for export"
missing,7443,copyright,Object is missing a required field copyright
missing,7443,classification,Object is missing a required field classification
missing,7443,bibliography1,Object is missing a required field bibliography1
unused,7594,onview,"Object description has field onview, but that field was not selected for export"
unused,7594,width,"Object description has field width, but that field was not selected for export"
unused,7594,height,"Object description has field height, but that field was not selected for export"
missing,7594,copyright,Object is missing a required field copyright
missing,7594,classification,Object is missing a required field classification
missing,7594,bibliography1,Object is missing a required field bibliography1
unused,7595,width,"Object description has field width, but that field was not selected for export"
unused,7595,height,"Object description has field height, but that field was not selected for export"
missing,7595,copyright,Object is missing a required field copyright
missing,7595,classification,Object is missing a required field classification
missing,7595,bibliography1,Object is missing a required field bibliography1
unused,7930,depth,"Object description has field depth, but that field was not selected for export"
unused,7930,width,"Object description has field width, but that field was not selected for export"
missing,7930,copyright,Object is missing a required field copyright
missing,7930,classification,Object is missing a required field classification
missing,7930,bibliography1,Object is missing a required field bibliography1
unused,7965,width,"Object description has field width, but that field was not selected for export"
unused,7965,height,"Object description has field height, but that field was not selected for export"
missing,7965,copyright,Object is missing a required field copyright
missing,7965,classification,Object is missing a required field classification
unused,7966,width,"Object description has field width, but that field was not selected for export"
unused,7966,height,"Object description has field height, but that field was not selected for export"
missing,7966,copyright,Object is missing a required field copyright
missing,7966,classification,Object is missing a required field classification
unused,6540,depth,"Object description has field depth, but that field was not selected for export"
missing,6540,copyright,Object is missing a required field copyright
missing,6540,bibliography1,Object is missing a required field bibliography1
unused,4888,depth,"Object description has field depth, but that field was not selected for export"
unused,4888,onview,"Object description has field onview, but that field was not selected for export"
unused,4888,height,"Object description has field height, but that field was not selected for export"
missing,4888,primaryMedia,Object is missing a required field primaryMedia
missing,4888,copyright,Object is missing a required field copyright
missing,4888,classification,Object is missing a required field classification
missing,4888,bibliography1,Object is missing a required field bibliography1
unused,7445,depth,"Object description has field depth, but that field was not selected for export"
missing,7445,copyright,Object is missing a required field copyright
missing,7445,bibliography1,Object is missing a required field bibliography1
unused,7713,onview,"Object description has field onview, but that field was not selected for export"
unused,7713,depth,"Object description has field depth, but that field was not selected for export"
unused,7713,height,"Object description has field height, but that field was not selected for export"
missing,7713,copyright,Object is missing a required field copyright
missing,7713,classification,Object is missing a required field classification
missing,7713,bibliography1,Object is missing a required field bibliography1
unused,6048,depth,"Object description has field depth, but that field was not selected for export"
missing,6048,copyright,Object is missing a required field copyright
unused,4837,onview,"Object description has field onview, but that field was not selected for export"
unused,4837,width,"Object description has field width, but that field was not selected for export"
unused,4837,height,"Object description has field height, but that field was not selected for export"
missing,4837,copyright,Object is missing a required field copyright
missing,4837,classification,Object is missing a required field classification
missing,4837,bibliography1,Object is missing a required field bibliography1
unused,6607,onview,"Object description has field onview, but that field was not selected for export"
unused,6607,depth,"Object description has field depth, but that field was not selected for export"
missing,6607,copyright,Object is missing a required field copyright
missing,6607,bibliography1,Object is missing a required field bibliography1
unused,7354,depth,"Object description has field depth, but that field was not selected for export"
missing,7354,copyright,Object is missing a required field copyright
unused,7019,onview,"Object description has field onview, but that field was not selected for export"
unused,7019,depth,"Object description has field depth, but that field was not selected for export"
missing,7019,copyright,Object is missing a required field copyright
unused,3061,depth,"Object description has field depth, but that field was not selected for export"
missing,3061,copyright,Object is missing a required field copyright
unused,7420,onview,"Object description has field onview, but that field was not selected for export"
unused,7420,depth,"Object description has field depth, but that field was not selected for export"
unused,7420,height,"Object description has field height, but that field was not selected for export"
missing,7420,copyright,Object is missing a required field copyright
missing,7420,classification,Object is missing a required field classification
unused,8022,onview,"Object description has field onview, but that field was not selected for export"
unused,8022,depth,"Object description has field depth, but that field was not selected for export"
unused,8022,height,"Object description has field height, but that field was not selected for export"
missing,8022,copyright,Object is missing a required field copyright
missing,8022,classification,Object is missing a required field classification
unused,4741,depth,"Object description has field depth, but that field was not selected for export"
missing,4741,copyright,Object is missing a required field copyright
unused,6263,depth,"Object description has field depth, but that field was not selected for export"
unused,6263,height,"Object description has field height, but that field was not selected for export"
missing,6263,copyright,Object is missing a required field copyright
missing,6263,classification,Object is missing a required field classification
missing,6263,bibliography1,Object is missing a required field bibliography1
unused,6266,width,"Object description has field width, but that field was not selected for export"
unused,6266,height,"Object description has field height, but that field was not selected for export"
missing,6266,copyright,Object is missing a required field copyright
missing,6266,classification,Object is missing a required field classification
missing,6266,bibliography1,Object is missing a required field bibliography1
unused,7069,depth,"Object description has field depth, but that field was not selected for export"
unused,7069,height,"Object description has field height, but that field was not selected for export"
missing,7069,copyright,Object is missing a required field copyright
missing,7069,classification,Object is missing a required field classification
missing,7069,bibliography1,Object is missing a required field bibliography1
unused,7285,depth,"Object description has field depth, but that field was not selected for export"
unused,7285,height,"Object description has field height, but that field was not selected for export"
missing,7285,copyright,Object is missing a required field copyright
missing,7285,classification,Object is missing a required field classification
unused,7291,depth,"Object description has field depth, but that field was not selected for export"
unused,7291,height,"Object description has field height, but that field was not selected for export"
missing,7291,copyright,Object is missing a required field copyright
missing,7291,classification,Object is missing a required field classification
unused,7973,width,"Object description has field width, but that field was not selected for export"
unused,7973,height,"Object description has field height, but that field was not selected for export"
missing,7973,copyright,Object is missing a required field copyright
missing,7973,classification,Object is missing a required field classification
missing,7973,bibliography1,Object is missing a required field bibliography1
unused,8385,depth,"Object description has field depth, but that field was not selected for export"
unused,8385,height,"Object description has field height, but that field was not selected for export"
missing,8385,copyright,Object is missing a required field copyright
missing,8385,classification,Object is missing a required field classification
missing,8385,bibliography1,Object is missing a required field bibliography1
unused,6542,depth,"Object description has field depth, but that field was not selected for export"
missing,6542,copyright,Object is missing a required field copyright
unused,5794,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5794,depth,"Object description has field depth, but that field was not selected for export"
missing,5794,copyright,Object is missing a required field copyright
unused,7294,width,"Object description has field width, but that field was not selected for export"
unused,7294,height,"Object description has field height, but that field was not selected for export"
missing,7294,copyright,Object is missing a required field copyright
missing,7294,classification,Object is missing a required field classification
unused,3563,depth,"Object description has field depth, but that field was not selected for export"
missing,3563,copyright,Object is missing a required field copyright
missing,3563,bibliography1,Object is missing a required field bibliography1
unused,7042,depth,"Object description has field depth, but that field was not selected for export"
missing,7042,bibliography1,Object is missing a required field bibliography1
unused,5147,onview,"Object description has field onview, but that field was not selected for export"
unused,5147,depth,"Object description has field depth, but that field was not selected for export"
missing,5147,copyright,Object is missing a required field copyright
missing,5147,bibliography1,Object is missing a required field bibliography1
unused,8141,depth,"Object description has field depth, but that field was not selected for export"
missing,8141,copyright,Object is missing a required field copyright
missing,8141,bibliography1,Object is missing a required field bibliography1
unused,7085,depth,"Object description has field depth, but that field was not selected for export"
missing,7085,copyright,Object is missing a required field copyright
unused,6894,depth,"Object description has field depth, but that field was not selected for export"
missing,6894,copyright,Object is missing a required field copyright
unused,6982,onview,"Object description has field onview, but that field was not selected for export"
unused,6982,depth,"Object description has field depth, but that field was not selected for export"
missing,6982,copyright,Object is missing a required field copyright
unused,6502,depth,"Object description has field depth, but that field was not selected for export"
missing,6502,copyright,Object is missing a required field copyright
missing,6502,bibliography1,Object is missing a required field bibliography1
unused,9592,depth,"Object description has field depth, but that field was not selected for export"
missing,9592,primaryMedia,Object is missing a required field primaryMedia
missing,9592,copyright,Object is missing a required field copyright
unused,6983,onview,"Object description has field onview, but that field was not selected for export"
unused,6983,depth,"Object description has field depth, but that field was not selected for export"
missing,6983,copyright,Object is missing a required field copyright
unused,5441,depth,"Object description has field depth, but that field was not selected for export"
missing,5441,copyright,Object is missing a required field copyright
unused,3354,depth,"Object description has field depth, but that field was not selected for export"
missing,3354,copyright,Object is missing a required field copyright
missing,3354,bibliography1,Object is missing a required field bibliography1
unused,4769,onview,"Object description has field onview, but that field was not selected for export"
unused,4769,depth,"Object description has field depth, but that field was not selected for export"
missing,4769,copyright,Object is missing a required field copyright
missing,4769,bibliography1,Object is missing a required field bibliography1
unused,5124,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5124,onview,"Object description has field onview, but that field was not selected for export"
unused,5124,depth,"Object description has field depth, but that field was not selected for export"
missing,5124,copyright,Object is missing a required field copyright
unused,6487,depth,"Object description has field depth, but that field was not selected for export"
missing,6487,copyright,Object is missing a required field copyright
missing,6487,bibliography1,Object is missing a required field bibliography1
unused,5548,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5548,onview,"Object description has field onview, but that field was not selected for export"
unused,5548,depth,"Object description has field depth, but that field was not selected for export"
missing,5548,primaryMedia,Object is missing a required field primaryMedia
missing,5548,copyright,Object is missing a required field copyright
unused,5799,depth,"Object description has field depth, but that field was not selected for export"
missing,5799,copyright,Object is missing a required field copyright
missing,5799,bibliography1,Object is missing a required field bibliography1
unused,3099,depth,"Object description has field depth, but that field was not selected for export"
missing,3099,copyright,Object is missing a required field copyright
missing,3099,bibliography1,Object is missing a required field bibliography1
unused,6600,depth,"Object description has field depth, but that field was not selected for export"
missing,6600,copyright,Object is missing a required field copyright
unused,5690,depth,"Object description has field depth, but that field was not selected for export"
missing,5690,copyright,Object is missing a required field copyright
unused,5149,onview,"Object description has field onview, but that field was not selected for export"
unused,5149,depth,"Object description has field depth, but that field was not selected for export"
