type,object,field,message
unused,5721,depth,"Object description has field depth, but that field was not selected for export"
missing,5721,copyright,Object is missing a required field copyright
missing,5721,bibliography1,Object is missing a required field bibliography1
unused,6096,depth,"Object description has field depth, but that field was not selected for export"
unused,6096,height,"Object description has field height, but that field was not selected for export"
missing,6096,copyright,Object is missing a required field copyright
unused,6097,depth,"Object description has field depth, but that field was not selected for export"
missing,6097,copyright,Object is missing a required field copyright
unused,6735,depth,"Object description has field depth, but that field was not selected for export"
missing,6735,copyright,Object is missing a required field copyright
missing,6735,bibliography1,Object is missing a required field bibliography1
unused,6736,depth,"Object description has field depth, but that field was not selected for export"
missing,6736,copyright,Object is missing a required field copyright
missing,6736,bibliography1,Object is missing a required field bibliography1
unused,7889,depth,"Object description has field depth, but that field was not selected for export"
unused,7889,height,"Object description has field height, but that field was not selected for export"
missing,7889,copyright,Object is missing a required field copyright
missing,7889,bibliography1,Object is missing a required field bibliography1
unused,7890,depth,"Object description has field depth, but that field was not selected for export"
unused,7890,height,"Object description has field height, but that field was not selected for export"
missing,7890,copyright,Object is missing a required field copyright
missing,7890,bibliography1,Object is missing a required field bibliography1
unused,6065,depth,"Object description has field depth, but that field was not selected for export"
missing,6065,copyright,Object is missing a required field copyright
unused,4952,onview,"Object description has field onview, but that field was not selected for export"
unused,4952,width,"Object description has field width, but that field was not selected for export"
unused,4952,height,"Object description has field height, but that field was not selected for export"
missing,4952,copyright,Object is missing a required field copyright
missing,4952,classification,Object is missing a required field classification
missing,4952,bibliography1,Object is missing a required field bibliography1
unused,6950,depth,"Object description has field depth, but that field was not selected for export"
unused,6950,height,"Object description has field height, but that field was not selected for export"
missing,6950,copyright,Object is missing a required field copyright
unused,7371,depth,"Object description has field depth, but that field was not selected for export"
unused,7371,height,"Object description has field height, but that field was not selected for export"
missing,7371,copyright,Object is missing a required field copyright
unused,7012,depth,"Object description has field depth, but that field was not selected for export"
missing,7012,copyright,Object is missing a required field copyright
unused,7013,depth,"Object description has field depth, but that field was not selected for export"
missing,7013,copyright,Object is missing a required field copyright
unused,6513,depth,"Object description has field depth, but that field was not selected for export"
missing,6513,copyright,Object is missing a required field copyright
missing,6513,bibliography1,Object is missing a required field bibliography1
unused,8142,depth,"Object description has field depth, but that field was not selected for export"
missing,8142,copyright,Object is missing a required field copyright
missing,8142,bibliography1,Object is missing a required field bibliography1
unused,5472,depth,"Object description has field depth, but that field was not selected for export"
unused,5472,height,"Object description has field height, but that field was not selected for export"
missing,5472,copyright,Object is missing a required field copyright
missing,5472,bibliography1,Object is missing a required field bibliography1
unused,5081,onview,"Object description has field onview, but that field was not selected for export"
unused,5081,depth,"Object description has field depth, but that field was not selected for export"
missing,5081,copyright,Object is missing a required field copyright
unused,5330,onview,"Object description has field onview, but that field was not selected for export"
unused,5330,depth,"Object description has field depth, but that field was not selected for export"
missing,5330,copyright,Object is missing a required field copyright
missing,5330,bibliography1,Object is missing a required field bibliography1
unused,5331,onview,"Object description has field onview, but that field was not selected for export"
unused,5331,depth,"Object description has field depth, but that field was not selected for export"
missing,5331,copyright,Object is missing a required field copyright
missing,5331,bibliography1,Object is missing a required field bibliography1
unused,3361,depth,"Object description has field depth, but that field was not selected for export"
missing,3361,copyright,Object is missing a required field copyright
missing,3361,bibliography1,Object is missing a required field bibliography1
unused,4701,depth,"Object description has field depth, but that field was not selected for export"
unused,4701,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
unused,4701,height,"Object description has field height, but that field was not selected for export"
missing,4701,copyright,Object is missing a required field copyright
unused,5040,depth,"Object description has field depth, but that field was not selected for export"
unused,5040,height,"Object description has field height, but that field was not selected for export"
missing,5040,copyright,Object is missing a required field copyright
unused,5464,depth,"Object description has field depth, but that field was not selected for export"
unused,5464,height,"Object description has field height, but that field was not selected for export"
missing,5464,copyright,Object is missing a required field copyright
unused,5479,depth,"Object description has field depth, but that field was not selected for export"
unused,5479,height,"Object description has field height, but that field was not selected for export"
missing,5479,copyright,Object is missing a required field copyright
missing,5479,bibliography1,Object is missing a required field bibliography1
unused,5847,depth,"Object description has field depth, but that field was not selected for export"
unused,5847,height,"Object description has field height, but that field was not selected for export"
missing,5847,copyright,Object is missing a required field copyright
unused,5871,depth,"Object description has field depth, but that field was not selected for export"
unused,5871,height,"Object description has field height, but that field was not selected for export"
missing,5871,copyright,Object is missing a required field copyright
missing,5871,bibliography1,Object is missing a required field bibliography1
unused,6082,depth,"Object description has field depth, but that field was not selected for export"
unused,6082,height,"Object description has field height, but that field was not selected for export"
missing,6082,copyright,Object is missing a required field copyright
unused,6099,depth,"Object description has field depth, but that field was not selected for export"
unused,6099,height,"Object description has field height, but that field was not selected for export"
missing,6099,copyright,Object is missing a required field copyright
unused,6319,depth,"Object description has field depth, but that field was not selected for export"
unused,6319,height,"Object description has field height, but that field was not selected for export"
missing,6319,copyright,Object is missing a required field copyright
missing,6319,bibliography1,Object is missing a required field bibliography1
unused,6407,depth,"Object description has field depth, but that field was not selected for export"
unused,6407,height,"Object description has field height, but that field was not selected for export"
missing,6407,copyright,Object is missing a required field copyright
unused,7318,depth,"Object description has field depth, but that field was not selected for export"
unused,7318,height,"Object description has field height, but that field was not selected for export"
missing,7318,copyright,Object is missing a required field copyright
missing,7318,bibliography1,Object is missing a required field bibliography1
unused,7319,depth,"Object description has field depth, but that field was not selected for export"
unused,7319,height,"Object description has field height, but that field was not selected for export"
missing,7319,copyright,Object is missing a required field copyright
missing,7319,bibliography1,Object is missing a required field bibliography1
unused,7191,width,"Object description has field width, but that field was not selected for export"
unused,7191,height,"Object description has field height, but that field was not selected for export"
missing,7191,copyright,Object is missing a required field copyright
missing,7191,classification,Object is missing a required field classification
missing,7191,bibliography1,Object is missing a required field bibliography1
unused,7964,depth,"Object description has field depth, but that field was not selected for export"
unused,7964,height,"Object description has field height, but that field was not selected for export"
missing,7964,copyright,Object is missing a required field copyright
missing,7964,classification,Object is missing a required field classification
unused,5029,depth,"Object description has field depth, but that field was not selected for export"
unused,5029,height,"Object description has field height, but that field was not selected for export"
missing,5029,copyright,Object is missing a required field copyright
unused,5474,depth,"Object description has field depth, but that field was not selected for export"
unused,5474,height,"Object description has field height, but that field was not selected for export"
missing,5474,copyright,Object is missing a required field copyright
missing,5474,bibliography1,Object is missing a required field bibliography1
unused,5244,depth,"Object description has field depth, but that field was not selected for export"
unused,5244,height,"Object description has field height, but that field was not selected for export"
missing,5244,copyright,Object is missing a required field copyright
unused,5291,depth,"Object description has field depth, but that field was not selected for export"
unused,5291,height,"Object description has field height, but that field was not selected for export"
missing,5291,copyright,Object is missing a required field copyright
unused,5350,depth,"Object description has field depth, but that field was not selected for export"
unused,5350,height,"Object description has field height, but that field was not selected for export"
missing,5350,copyright,Object is missing a required field copyright
unused,5495,depth,"Object description has field depth, but that field was not selected for export"
unused,5495,height,"Object description has field height, but that field was not selected for export"
missing,5495,copyright,Object is missing a required field copyright
missing,5495,bibliography1,Object is missing a required field bibliography1
unused,5688,depth,"Object description has field depth, but that field was not selected for export"
unused,5688,height,"Object description has field height, but that field was not selected for export"
missing,5688,copyright,Object is missing a required field copyright
unused,6090,depth,"Object description has field depth, but that field was not selected for export"
unused,6090,height,"Object description has field height, but that field was not selected for export"
missing,6090,copyright,Object is missing a required field copyright
unused,6309,depth,"Object description has field depth, but that field was not selected for export"
unused,6309,height,"Object description has field height, but that field was not selected for export"
missing,6309,copyright,Object is missing a required field copyright
missing,6309,bibliography1,Object is missing a required field bibliography1
unused,6664,depth,"Object description has field depth, but that field was not selected for export"
unused,6664,height,"Object description has field height, but that field was not selected for export"
missing,6664,copyright,Object is missing a required field copyright
missing,6664,bibliography1,Object is missing a required field bibliography1
unused,7882,depth,"Object description has field depth, but that field was not selected for export"
unused,7882,height,"Object description has field height, but that field was not selected for export"
missing,7882,copyright,Object is missing a required field copyright
unused,7888,depth,"Object description has field depth, but that field was not selected for export"
unused,7888,height,"Object description has field height, but that field was not selected for export"
missing,7888,copyright,Object is missing a required field copyright
missing,7888,bibliography1,Object is missing a required field bibliography1
unused,5797,onview,"Object description has field onview, but that field was not selected for export"
unused,5797,depth,"Object description has field depth, but that field was not selected for export"
missing,5797,copyright,Object is missing a required field copyright
unused,5524,onview,"Object description has field onview, but that field was not selected for export"
unused,5524,depth,"Object description has field depth, but that field was not selected for export"
missing,5524,copyright,Object is missing a required field copyright
unused,4713,depth,"Object description has field depth, but that field was not selected for export"
missing,4713,copyright,Object is missing a required field copyright
unused,5836,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5836,depth,"Object description has field depth, but that field was not selected for export"
missing,5836,copyright,Object is missing a required field copyright
unused,5427,depth,"Object description has field depth, but that field was not selected for export"
missing,5427,copyright,Object is missing a required field copyright
unused,3191,depth,"Object description has field depth, but that field was not selected for export"
missing,3191,copyright,Object is missing a required field copyright
unused,3200,depth,"Object description has field depth, but that field was not selected for export"
unused,5175,onview,"Object description has field onview, but that field was not selected for export"
unused,5175,depth,"Object description has field depth, but that field was not selected for export"
unused,5180,depth,"Object description has field depth, but that field was not selected for export"
missing,5180,copyright,Object is missing a required field copyright
unused,5119,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5119,onview,"Object description has field onview, but that field was not selected for export"
unused,5119,depth,"Object description has field depth, but that field was not selected for export"
missing,5119,copyright,Object is missing a required field copyright
unused,7919,depth,"Object description has field depth, but that field was not selected for export"
missing,7919,copyright,Object is missing a required field copyright
unused,8003,depth,"Object description has field depth, but that field was not selected for export"
missing,8003,copyright,Object is missing a required field copyright
missing,8003,bibliography1,Object is missing a required field bibliography1
unused,5156,onview,"Object description has field onview, but that field was not selected for export"
unused,5156,depth,"Object description has field depth, but that field was not selected for export"
missing,5156,copyright,Object is missing a required field copyright
unused,6075,depth,"Object description has field depth, but that field was not selected for export"
missing,6075,copyright,Object is missing a required field copyright
unused,6601,depth,"Object description has field depth, but that field was not selected for export"
missing,6601,copyright,Object is missing a required field copyright
missing,6601,bibliography1,Object is missing a required field bibliography1
unused,7880,depth,"Object description has field depth, but that field was not selected for export"
unused,7880,height,"Object description has field height, but that field was not selected for export"
missing,7880,primaryMedia,Object is missing a required field primaryMedia
missing,7880,copyright,Object is missing a required field copyright
missing,7880,bibliography1,Object is missing a required field bibliography1
unused,6267,depth,"Object description has field depth, but that field was not selected for export"
missing,6267,copyright,Object is missing a required field copyright
unused,7529,creditline,"Object description has field creditline, but that field was not selected for export"
unused,7529,depth,"Object description has field depth, but that field was not selected for export"
missing,7529,primaryMedia,Object is missing a required field primaryMedia
missing,7529,copyright,Object is missing a required field copyright
unused,5840,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5840,depth,"Object description has field depth, but that field was not selected for export"
missing,5840,primaryMedia,Object is missing a required field primaryMedia
missing,5840,copyright,Object is missing a required field copyright
unused,5826,onview,"Object description has field onview, but that field was not selected for export"
unused,5826,depth,"Object description has field depth, but that field was not selected for export"
missing,5826,copyright,Object is missing a required field copyright
unused,5093,onview,"Object description has field onview, but that field was not selected for export"
unused,5093,depth,"Object description has field depth, but that field was not selected for export"
missing,5093,copyright,Object is missing a required field copyright
unused,7092,creditline,"Object description has field creditline, but that field was not selected for export"
unused,7092,depth,"Object description has field depth, but that field was not selected for export"
missing,7092,copyright,Object is missing a required field copyright
missing,7092,bibliography1,Object is missing a required field bibliography1
unused,4503,depth,"Object description has field depth, but that field was not selected for export"
unused,4503,height,"Object description has field height, but that field was not selected for export"
missing,4503,copyright,Object is missing a required field copyright
missing,4503,bibliography1,Object is missing a required field bibliography1
unused,6433,depth,"Object description has field depth, but that field was not selected for export"
unused,6433,height,"Object description has field height, but that field was not selected for export"
missing,6433,copyright,Object is missing a required field copyright
missing,6433,bibliography1,Object is missing a required field bibliography1
unused,5261,onview,"Object description has field onview, but that field was not selected for export"
unused,5261,depth,"Object description has field depth, but that field was not selected for export"
unused,5261,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
unused,5261,height,"Object description has field height, but that field was not selected for export"
missing,5261,copyright,Object is missing a required field copyright
unused,5294,onview,"Object description has field onview, but that field was not selected for export"
unused,5294,depth,"Object description has field depth, but that field was not selected for export"
unused,5294,height,"Object description has field height, but that field was not selected for export"
missing,5294,copyright,Object is missing a required field copyright
unused,5476,depth,"Object description has field depth, but that field was not selected for export"
unused,5476,height,"Object description has field height, but that field was not selected for export"
missing,5476,copyright,Object is missing a required field copyright
missing,5476,bibliography1,Object is missing a required field bibliography1
unused,8169,depth,"Object description has field depth, but that field was not selected for export"
unused,8169,height,"Object description has field height, but that field was not selected for export"
missing,8169,copyright,Object is missing a required field copyright
missing,8169,bibliography1,Object is missing a required field bibliography1
unused,6535,depth,"Object description has field depth, but that field was not selected for export"
missing,6535,copyright,Object is missing a required field copyright
unused,7509,width,"Object description has field width, but that field was not selected for export"
unused,7509,height,"Object description has field height, but that field was not selected for export"
missing,7509,copyright,Object is missing a required field copyright
unused,7475,depth,"Object description has field depth, but that field was not selected for export"
unused,7475,height,"Object description has field height, but that field was not selected for export"
missing,7475,copyright,Object is missing a required field copyright
unused,5272,depth,"Object description has field depth, but that field was not selected for export"
unused,5272,height,"Object description has field height, but that field was not selected for export"
missing,5272,copyright,Object is missing a required field copyright
unused,7440,depth,"Object description has field depth, but that field was not selected for export"
unused,7440,height,"Object description has field height, but that field was not selected for export"
missing,7440,copyright,Object is missing a required field copyright
missing,7440,bibliography1,Object is missing a required field bibliography1
unused,5883,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5883,depth,"Object description has field depth, but that field was not selected for export"
missing,5883,copyright,Object is missing a required field copyright
missing,5883,bibliography1,Object is missing a required field bibliography1
unused,6944,depth,"Object description has field depth, but that field was not selected for export"
missing,6944,copyright,Object is missing a required field copyright
missing,6944,bibliography1,Object is missing a required field bibliography1
unused,5013,depth,"Object description has field depth, but that field was not selected for export"
missing,5013,copyright,Object is missing a required field copyright
unused,6965,creditline,"Object description has field creditline, but that field was not selected for export"
unused,6965,depth,"Object description has field depth, but that field was not selected for export"
unused,6965,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,6965,copyright,Object is missing a required field copyright
unused,6453,depth,"Object description has field depth, but that field was not selected for export"
missing,6453,copyright,Object is missing a required field copyright
missing,6453,bibliography1,Object is missing a required field bibliography1
unused,6454,depth,"Object description has field depth, but that field was not selected for export"
missing,6454,copyright,Object is missing a required field copyright
missing,6454,bibliography1,Object is missing a required field bibliography1
unused,4916,onview,"Object description has field onview, but that field was not selected for export"
unused,4916,depth,"Object description has field depth, but that field was not selected for export"
unused,4916,height,"Object description has field height, but that field was not selected for export"
missing,4916,copyright,Object is missing a required field copyright
missing,4916,classification,Object is missing a required field classification
missing,4916,bibliography1,Object is missing a required field bibliography1
unused,4918,onview,"Object description has field onview, but that field was not selected for export"
unused,4918,width,"Object description has field width, but that field was not selected for export"
unused,4918,height,"Object description has field height, but that field was not selected for export"
missing,4918,copyright,Object is missing a required field copyright
missing,4918,classification,Object is missing a required field classification
unused,7642,onview,"Object description has field onview, but that field was not selected for export"
unused,7642,depth,"Object description has field depth, but that field was not selected for export"
unused,7642,height,"Object description has field height, but that field was not selected for export"
missing,7642,copyright,Object is missing a required field copyright
missing,7642,classification,Object is missing a required field classification
missing,7642,bibliography1,Object is missing a required field bibliography1
unused,6516,creditline,"Object description has field creditline, but that field was not selected for export"
unused,6516,depth,"Object description has field depth, but that field was not selected for export"
missing,6516,copyright,Object is missing a required field copyright
unused,8137,depth,"Object description has field depth, but that field was not selected for export"
missing,8137,copyright,Object is missing a required field copyright
missing,8137,bibliography1,Object is missing a required field bibliography1
unused,6364,depth,"Object description has field depth, but that field was not selected for export"
missing,6364,copyright,Object is missing a required field copyright
unused,6176,onview,"Object description has field onview, but that field was not selected for export"
unused,6176,depth,"Object description has field depth, but that field was not selected for export"
unused,6176,height,"Object description has field height, but that field was not selected for export"
missing,6176,copyright,Object is missing a required field copyright
missing,6176,bibliography1,Object is missing a required field bibliography1
unused,6134,onview,"Object description has field onview, but that field was not selected for export"
unused,6134,depth,"Object description has field depth, but that field was not selected for export"
unused,6134,height,"Object description has field height, but that field was not selected for export"
missing,6134,copyright,Object is missing a required field copyright
missing,6134,bibliography1,Object is missing a required field bibliography1
unused,6947,depth,"Object description has field depth, but that field was not selected for export"
missing,6947,copyright,Object is missing a required field copyright
unused,6474,depth,"Object description has field depth, but that field was not selected for export"
missing,6474,copyright,Object is missing a required field copyright
unused,6279,depth,"Object description has field depth, but that field was not selected for export"
unused,6569,depth,"Object description has field depth, but that field was not selected for export"
unused,5622,onview,"Object description has field onview, but that field was not selected for export"
unused,5622,width,"Object description has field width, but that field was not selected for export"
unused,5622,height,"Object description has field height, but that field was not selected for export"
missing,5622,copyright,Object is missing a required field copyright
missing,5622,classification,Object is missing a required field classification
missing,5622,bibliography1,Object is missing a required field bibliography1
unused,6357,depth,"Object description has field depth, but that field was not selected for export"
missing,6357,copyright,Object is missing a required field copyright
unused,5498,onview,"Object description has field onview, but that field was not selected for export"
unused,5498,depth,"Object description has field depth, but that field was not selected for export"
unused,5498,height,"Object description has field height, but that field was not selected for export"
missing,5498,copyright,Object is missing a required field copyright
missing,5498,bibliography1,Object is missing a required field bibliography1
unused,5554,onview,"Object description has field onview, but that field was not selected for export"
unused,5554,depth,"Object description has field depth, but that field was not selected for export"
unused,5554,height,"Object description has field height, but that field was not selected for export"
missing,5554,copyright,Object is missing a required field copyright
missing,5554,bibliography1,Object is missing a required field bibliography1
unused,3080,depth,"Object description has field depth, but that field was not selected for export"
missing,3080,copyright,Object is missing a required field copyright
missing,3080,bibliography1,Object is missing a required field bibliography1
unused,4188,depth,"Object description has field depth, but that field was not selected for export"
unused,4188,height,"Object description has field height, but that field was not selected for export"
missing,4188,copyright,Object is missing a required field copyright
missing,4188,bibliography1,Object is missing a required field bibliography1
unused,5041,onview,"Object description has field onview, but that field was not selected for export"
unused,5041,depth,"Object description has field depth, but that field was not selected for export"
unused,5041,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,5041,copyright,Object is missing a required field copyright
missing,5041,bibliography1,Object is missing a required field bibliography1
unused,5278,depth,"Object description has field depth, but that field was not selected for export"
missing,5278,copyright,Object is missing a required field copyright
unused,7862,depth,"Object description has field depth, but that field was not selected for export"
missing,7862,copyright,Object is missing a required field copyright
missing,7862,bibliography1,Object is missing a required field bibliography1
unused,5440,depth,"Object description has field depth, but that field was not selected for export"
missing,5440,copyright,Object is missing a required field copyright
unused,5022,onview,"Object description has field onview, but that field was not selected for export"
unused,5022,depth,"Object description has field depth, but that field was not selected for export"
missing,5022,copyright,Object is missing a required field copyright
missing,5022,bibliography1,Object is missing a required field bibliography1
unused,4727,onview,"Object description has field onview, but that field was not selected for export"
unused,4727,depth,"Object description has field depth, but that field was not selected for export"
unused,4727,height,"Object description has field height, but that field was not selected for export"
missing,4727,copyright,Object is missing a required field copyright
unused,4739,onview,"Object description has field onview, but that field was not selected for export"
unused,4739,depth,"Object description has field depth, but that field was not selected for export"
unused,4739,height,"Object description has field height, but that field was not selected for export"
missing,4739,copyright,Object is missing a required field copyright
unused,5454,depth,"Object description has field depth, but that field was not selected for export"
missing,5454,copyright,Object is missing a required field copyright
unused,5828,depth,"Object description has field depth, but that field was not selected for export"
missing,5828,copyright,Object is missing a required field copyright
missing,5828,bibliography1,Object is missing a required field bibliography1
unused,5660,depth,"Object description has field depth, but that field was not selected for export"
missing,5660,primaryMedia,Object is missing a required field primaryMedia
missing,5660,copyright,Object is missing a required field copyright
unused,5801,depth,"Object description has field depth, but that field was not selected for export"
unused,5801,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,5801,copyright,Object is missing a required field copyright
unused,5216,onview,"Object description has field onview, but that field was not selected for export"
unused,5216,depth,"Object description has field depth, but that field was not selected for export"
missing,5216,copyright,Object is missing a required field copyright
unused,4511,depth,"Object description has field depth, but that field was not selected for export"
unused,4511,height,"Object description has field height, but that field was not selected for export"
missing,4511,copyright,Object is missing a required field copyright
missing,4511,bibliography1,Object is missing a required field bibliography1
unused,4565,depth,"Object description has field depth, but that field was not selected for export"
unused,4565,height,"Object description has field height, but that field was not selected for export"
missing,4565,copyright,Object is missing a required field copyright
missing,4565,bibliography1,Object is missing a required field bibliography1
unused,4578,depth,"Object description has field depth, but that field was not selected for export"
unused,4578,height,"Object description has field height, but that field was not selected for export"
missing,4578,copyright,Object is missing a required field copyright
missing,4578,bibliography1,Object is missing a required field bibliography1
unused,4582,depth,"Object description has field depth, but that field was not selected for export"
unused,4582,height,"Object description has field height, but that field was not selected for export"
missing,4582,copyright,Object is missing a required field copyright
missing,4582,bibliography1,Object is missing a required field bibliography1
unused,4583,depth,"Object description has field depth, but that field was not selected for export"
unused,4583,height,"Object description has field height, but that field was not selected for export"
missing,4583,copyright,Object is missing a required field copyright
missing,4583,bibliography1,Object is missing a required field bibliography1
unused,6389,depth,"Object description has field depth, but that field was not selected for export"
unused,6389,height,"Object description has field height, but that field was not selected for export"
missing,6389,copyright,Object is missing a required field copyright
missing,6389,bibliography1,Object is missing a required field bibliography1
unused,6414,depth,"Object description has field depth, but that field was not selected for export"
unused,6414,height,"Object description has field height, but that field was not selected for export"
missing,6414,copyright,Object is missing a required field copyright
missing,6414,bibliography1,Object is missing a required field bibliography1
unused,6430,depth,"Object description has field depth, but that field was not selected for export"
unused,6430,height,"Object description has field height, but that field was not selected for export"
missing,6430,copyright,Object is missing a required field copyright
missing,6430,bibliography1,Object is missing a required field bibliography1
unused,6688,depth,"Object description has field depth, but that field was not selected for export"
unused,6688,height,"Object description has field height, but that field was not selected for export"
missing,6688,copyright,Object is missing a required field copyright
missing,6688,bibliography1,Object is missing a required field bibliography1
unused,6851,depth,"Object description has field depth, but that field was not selected for export"
unused,6851,height,"Object description has field height, but that field was not selected for export"
missing,6851,copyright,Object is missing a required field copyright
missing,6851,bibliography1,Object is missing a required field bibliography1
unused,7007,depth,"Object description has field depth, but that field was not selected for export"
missing,7007,copyright,Object is missing a required field copyright
unused,5068,depth,"Object description has field depth, but that field was not selected for export"
missing,5068,copyright,Object is missing a required field copyright
unused,8170,depth,"Object description has field depth, but that field was not selected for export"
unused,8170,height,"Object description has field height, but that field was not selected for export"
missing,8170,copyright,Object is missing a required field copyright
unused,5781,depth,"Object description has field depth, but that field was not selected for export"
missing,5781,copyright,Object is missing a required field copyright
unused,8095,creditline,"Object description has field creditline, but that field was not selected for export"
unused,8095,depth,"Object description has field depth, but that field was not selected for export"
unused,8095,height,"Object description has field height, but that field was not selected for export"
missing,8095,copyright,Object is missing a required field copyright
missing,8095,bibliography1,Object is missing a required field bibliography1
unused,3564,depth,"Object description has field depth, but that field was not selected for export"
missing,3564,copyright,Object is missing a required field copyright
missing,3564,bibliography1,Object is missing a required field bibliography1
unused,8159,depth,"Object description has field depth, but that field was not selected for export"
unused,8159,height,"Object description has field height, but that field was not selected for export"
missing,8159,copyright,Object is missing a required field copyright
missing,8159,bibliography1,Object is missing a required field bibliography1
unused,6376,depth,"Object description has field depth, but that field was not selected for export"
missing,6376,copyright,Object is missing a required field copyright
missing,6376,bibliography1,Object is missing a required field bibliography1
unused,6587,depth,"Object description has field depth, but that field was not selected for export"
missing,6587,copyright,Object is missing a required field copyright
unused,7867,depth,"Object description has field depth, but that field was not selected for export"
missing,7867,copyright,Object is missing a required field copyright
missing,7867,bibliography1,Object is missing a required field bibliography1
unused,5421,depth,"Object description has field depth, but that field was not selected for export"
unused,6185,width,"Object description has field width, but that field was not selected for export"
unused,6185,height,"Object description has field height, but that field was not selected for export"
missing,6185,copyright,Object is missing a required field copyright
missing,6185,classification,Object is missing a required field classification
missing,6185,bibliography1,Object is missing a required field bibliography1
unused,7114,depth,"Object description has field depth, but that field was not selected for export"
unused,7114,height,"Object description has field height, but that field was not selected for export"
missing,7114,copyright,Object is missing a required field copyright
missing,7114,classification,Object is missing a required field classification
missing,7114,bibliography1,Object is missing a required field bibliography1
unused,4884,onview,"Object description has field onview, but that field was not selected for export"
unused,4884,height,"Object description has field height, but that field was not selected for export"
missing,4884,copyright,Object is missing a required field copyright
missing,4884,classification,Object is missing a required field classification
missing,4884,bibliography1,Object is missing a required field bibliography1
unused,7304,depth,"Object description has field depth, but that field was not selected for export"
unused,7304,height,"Object description has field height, but that field was not selected for export"
missing,7304,copyright,Object is missing a required field copyright
missing,7304,classification,Object is missing a required field classification
unused,7306,width,"Object description has field width, but that field was not selected for export"
unused,7306,height,"Object description has field height, but that field was not selected for export"
missing,7306,copyright,Object is missing a required field copyright
missing,7306,classification,Object is missing a required field classification
unused,7843,onview,"Object description has field onview, but that field was not selected for export"
unused,7843,depth,"Object description has field depth, but that field was not selected for export"
unused,7843,height,"Object description has field height, but that field was not selected for export"
missing,7843,copyright,Object is missing a required field copyright
missing,7843,classification,Object is missing a required field classification
missing,7843,bibliography1,Object is missing a required field bibliography1
unused,7844,onview,"Object description has field onview, but that field was not selected for export"
unused,7844,width,"Object description has field width, but that field was not selected for export"
unused,7844,height,"Object description has field height, but that field was not selected for export"
missing,7844,copyright,Object is missing a required field copyright
missing,7844,classification,Object is missing a required field classification
missing,7844,bibliography1,Object is missing a required field bibliography1
unused,4962,onview,"Object description has field onview, but that field was not selected for export"
unused,4962,width,"Object description has field width, but that field was not selected for export"
unused,4962,height,"Object description has field height, but that field was not selected for export"
missing,4962,copyright,Object is missing a required field copyright
missing,4962,classification,Object is missing a required field classification
missing,4962,bibliography1,Object is missing a required field bibliography1
unused,8032,onview,"Object description has field onview, but that field was not selected for export"
unused,8032,depth,"Object description has field depth, but that field was not selected for export"
missing,8032,copyright,Object is missing a required field copyright
missing,8032,classification,Object is missing a required field classification
unused,8074,depth,"Object description has field depth, but that field was not selected for export"
unused,8074,height,"Object description has field height, but that field was not selected for export"
missing,8074,copyright,Object is missing a required field copyright
missing,8074,classification,Object is missing a required field classification
missing,8074,bibliography1,Object is missing a required field bibliography1
unused,8075,depth,"Object description has field depth, but that field was not selected for export"
unused,8075,height,"Object description has field height, but that field was not selected for export"
missing,8075,copyright,Object is missing a required field copyright
missing,8075,classification,Object is missing a required field classification
missing,8075,bibliography1,Object is missing a required field bibliography1
unused,5984,width,"Object description has field width, but that field was not selected for export"
unused,5984,onview,"Object description has field onview, but that field was not selected for export"
missing,5984,copyright,Object is missing a required field copyright
missing,5984,classification,Object is missing a required field classification
missing,5984,bibliography1,Object is missing a required field bibliography1
unused,4955,onview,"Object description has field onview, but that field was not selected for export"
unused,4955,width,"Object description has field width, but that field was not selected for export"
unused,4955,height,"Object description has field height, but that field was not selected for export"
missing,4955,copyright,Object is missing a required field copyright
missing,4955,classification,Object is missing a required field classification
missing,4955,bibliography1,Object is missing a required field bibliography1
unused,6922,depth,"Object description has field depth, but that field was not selected for export"
missing,6922,copyright,Object is missing a required field copyright
